id,user_id,"firstname","lastname","city","state","country","zipcode","phone_number","description","gender",birth_day,"birth_month",birth_year,"relationship_status","occupation","school","company","website","facebook","twitter","flickr","linkedin","languages","hobbies","created_at","updated_at","sexual_orientation","most_attractive_feature","ethnicity","height","body_type","hair_color","eye_color","tattoos","piercings","zodiac","religion","exercise","smoking","drinking","kids","pets","looking_for_gender",looking_for_age_min,looking_for_age_max,"looking_for_ethnicity","looking_for_body_type","looking_for_location","looking_for_relationship_status","partner_expectation"
447,447,"Robyn","Burrows","Rahway","New Jersey","US","07065",NULL,NULL,NULL,23,"Oct",1966,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:57","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Libra",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,448,"Lisa","Thatcher","New York","New York","US","10003",NULL,NULL,NULL,12,"Apr",1958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:57","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aries",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,449,"Harold","Clarkson","New York","New York","US","10022",NULL,NULL,NULL,19,"Sep",1989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:57","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Virgo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450,450,"Nancy","Washington","West Chester","Pennsylvania","US","19382",NULL,NULL,NULL,6,"Apr",1982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:57","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aries",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,451,"Ann","Kirk","Woburn","Massachusetts","US","01801",NULL,NULL,NULL,1,"Nov",1960,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:57","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Scorpio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
452,452,"Fiona","Taylor","New York","New York","US","10018",NULL,NULL,NULL,29,"Jan",1947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:57","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aquarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
453,453,"Felicity","Brown","York Beach","Maine","US","03910",NULL,NULL,NULL,5,"Aug",2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:57","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Leo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454,454,"Donald","Anthony","Boston","Massachusetts","US","02113",NULL,NULL,NULL,13,"Apr",1950,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:57","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aries",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,455,"Donald","Grant","Whittier","California","US","90603",NULL,NULL,NULL,24,"Oct",1971,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:58","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Scorpio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456,456,"Tabitha","Edwards","Miami","Florida","US","33137",NULL,NULL,NULL,25,"Dec",1979,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:58","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Capricorn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,457,"Donald","Stevens","Bethesda","Maryland","US","20814",NULL,NULL,NULL,11,"Feb",1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:58","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aquarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
458,458,"Ruth","Kirk","Teaneck","New Jersey","US","07666",NULL,NULL,NULL,11,"Aug",1969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:58","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Leo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459,459,"John","Jefferson","Beverly","Massachusetts","US","02888",NULL,NULL,NULL,12,"Jan",1966,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:58","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Capricorn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
460,460,"Edwin","Grant","Malvern","Pennsylvania","US","19355",NULL,NULL,NULL,19,"Feb",1958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:58","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aquarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
461,461,"Laura","Peterson","Chicago","Illinois","US","60610",NULL,NULL,NULL,6,"Mar",1944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:58","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pisces",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
462,462,"James","Grant","Miami","Florida","US","33165",NULL,NULL,NULL,15,"Jun",1971,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:58","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gemini",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
463,463,"Felicity","Rodriguez","Los Angeles","California","US","90015",NULL,NULL,NULL,16,"May",1966,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:58","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Taurus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
464,464,"Margaret","Williams","New York","New York","US","10075",NULL,NULL,NULL,24,"Oct",1988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:59","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Scorpio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
465,465,"Arthur","Davidson","Miami Beach","Florida","US","33140",NULL,NULL,NULL,30,"Aug",1944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:59","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Virgo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
466,466,"Robert","White","New York","New York","US","10002",NULL,NULL,NULL,23,"Nov",1954,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:59","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sagittarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
467,467,"Alison","Washington","Santa Ana","California","US","92701",NULL,NULL,NULL,21,"Oct",2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:59","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Libra",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
468,468,"Matthew","Smith","Harrisburg","Pennsylvania","US","17101",NULL,NULL,NULL,8,"Mar",1958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:59","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pisces",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
469,469,"Edgar","Lee","Arlington","Virginia","US","22203",NULL,NULL,NULL,11,"Sep",1988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:59","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Virgo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
470,470,"Jennifer","Davis","Washington","District Of Columbia","US","20001",NULL,NULL,NULL,18,"May",1959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:59","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Taurus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
471,471,"Margaret","Thompson","Palatine","Illinois","US","60067",NULL,NULL,NULL,2,"Oct",1950,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:10:59","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Libra",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
472,472,"Fiona","Robertson","Salem","Massachusetts","US","01970",NULL,NULL,NULL,26,"Feb",1946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:00","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pisces",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
473,473,"Herbert","Grant","Kitchener","Ontario","CA","N2A 1A9",NULL,NULL,NULL,10,"Jul",1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:00","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cancer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
474,474,"Jennifer","Johnson","Los Angeles","California","US","90038",NULL,NULL,NULL,27,"Nov",2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:00","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sagittarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
475,475,"Steven","Kirby","Boston","Massachusetts","US","02113",NULL,NULL,NULL,14,"Jan",1950,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:00","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Capricorn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
476,476,"Arthur","Oates","New York","New York","US","10036",NULL,NULL,NULL,31,"Mar",2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:00","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aries",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
477,477,"Donna","Kirby","Miami Beach","Florida","US","33139",NULL,NULL,NULL,7,"Mar",1976,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:00","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pisces",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
478,478,"William","White","Greenport","New York","US","11944",NULL,NULL,NULL,14,"Jan",1964,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:00","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Capricorn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
479,479,"Donna","Robinson","Chicago","Illinois","US","60640",NULL,NULL,NULL,27,"Sep",1979,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:00","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Libra",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
480,480,"Mark","Lewis","Miami","Florida","US","33132",NULL,NULL,NULL,2,"Sep",1972,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:00","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Virgo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
481,481,"Lisa","Walker","New York","New York","US","10003",NULL,NULL,NULL,6,"Aug",2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:01","2011-09-06 17:27:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Leo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
482,482,"Linda","Harrison","Sudbury","Massachusetts","US","01776",NULL,NULL,NULL,9,"May",1972,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:01","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Taurus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
483,483,"Fiona","Thatcher","New York","New York","US","10014",NULL,NULL,NULL,28,"Nov",1941,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:01","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sagittarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
484,484,"Sharon","Williams","Brooklyn","New York","US","11201",NULL,NULL,NULL,5,"Nov",1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:01","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Scorpio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
485,485,"Joseph","Martin","Raritan","New Jersey","US","08869",NULL,NULL,NULL,27,"Jul",1943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:01","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Leo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
486,486,"Sharon","Moore","Boston","Massachusetts","US","02108",NULL,NULL,NULL,20,"Feb",2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:01","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pisces",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
487,487,"Philip","Jackson","Chicago","Illinois","US","60611",NULL,NULL,NULL,3,"Feb",1953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:01","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aquarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
488,488,"Richard","Williams","Red Bank","New Jersey","US","07701",NULL,NULL,NULL,8,"Mar",1991,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:01","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pisces",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,489,"Joseph","Clarke","Long Beach","California","US","90802",NULL,NULL,NULL,13,"Sep",1986,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:02","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Virgo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490,490,"Barbara","Robertson","Essex Center","Vermont","US","05452",NULL,NULL,NULL,6,"May",1980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:02","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Taurus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491,491,"Anna","Dent","Englewood","New Jersey","US","07631",NULL,NULL,NULL,15,"Jul",2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:02","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cancer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
492,492,"Michelle","Thompson","Norwood","Massachusetts","US","02062",NULL,NULL,NULL,23,"Oct",1969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:02","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Libra",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,493,"Anne","White","New York","New York","US","10003",NULL,NULL,NULL,28,"Dec",2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:02","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Capricorn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
494,494,"Harold","Anderson","Chicago","Illinois","US","60640",NULL,NULL,NULL,21,"Oct",1985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:02","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Libra",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
495,495,"Tabitha","Washington","Toronto","Ontario","CA","M5R 3P5",NULL,NULL,NULL,8,"Aug",1989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:02","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Leo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,496,"Anna","Robertson","Culver City","California","US","90232",NULL,NULL,NULL,10,"Aug",1992,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:02","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Leo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
497,497,"Judith","Oates","Framingham","Massachusetts","US","01702",NULL,NULL,NULL,4,"Aug",2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:02","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Leo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
498,498,"Dorothy","Walker","Laguna Beach","California","US","92651",NULL,NULL,NULL,11,"Apr",1947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:03","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aries",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,499,"Polly","Major","Houston","Texas","US","77077",NULL,NULL,NULL,7,"May",1957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:03","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Taurus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
500,500,"William","Brown","Jersey City","New Jersey","US","07302",NULL,NULL,NULL,24,"Dec",1951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:03","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Capricorn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
501,501,"William","Baker","New York","New York","US","10020",NULL,NULL,NULL,24,"Mar",1963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:03","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aries",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
502,502,"Tabitha","Smith","Boston","Massachusetts","US","02115",NULL,NULL,NULL,5,"Dec",1969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:03","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sagittarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
503,503,"Helena","Brown","New York","New York","US","10016",NULL,NULL,NULL,15,"Jan",1944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:03","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Capricorn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
504,504,"Michelle","Harrison","Chicago","Illinois","US","60654",NULL,NULL,NULL,3,"Oct",1953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:03","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Libra",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
505,505,"Alison","Smith","Ojai","California","US","93012",NULL,NULL,NULL,24,"Nov",1944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:03","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sagittarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
506,506,"David","Smythe","Montreal","Quebec","CA","H2L5C1 ",NULL,NULL,NULL,2,"Jul",1948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:03","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cancer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
507,507,"George","Harris","Honolulu","Hawaii","US","96814",NULL,NULL,NULL,9,"Apr",1977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:04","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aries",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
508,508,"Wendy","Brown","Beverly Hills","California","US","90210",NULL,NULL,NULL,18,"Nov",1974,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-09-05 19:11:04","2011-09-06 17:27:09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Scorpio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
